10	10.0	10	
17	17.0	17	
6	13.333333333333334	17	
6	15.25	21	
6	14.0	21	
6	18.666666666666668	42	
6	20.0	42	
6	18.625	42	
6	18.666666666666668	42	
6	17.5	42	
6	17.0	42	
6	16.333333333333332	42	
6	15.692307692307692	42	
6	15.142857142857142	42	
6	15.2	42	
6	14.75	42	
6	14.352941176470589	42	
6	14.055555555555555	42	
6	14.210526315789474	42	
6	14.05	42	
6	13.714285714285714	42	
6	14.181818181818182	42	
6	14.521739130434783	42	
6	14.666666666666666	42	
6	16.16	52	
6	15.76923076923077	52	
6	15.481481481481481	52	
6	15.142857142857142	52	
6	15.10344827586207	52	
6	14.8	52	
6	14.612903225806452	52	
6	14.40625	52	
6	14.212121212121213	52	
6	16.11764705882353	79	
6	15.914285714285715	79	
6	15.722222222222221	79	
6	15.45945945945946	79	
6	15.289473684210526	79	
6	16.128205128205128	79	
6	16.35	79	
6	16.195121951219512	79	
6	16.5	79	
6	16.325581395348838	79	
6	16.181818181818183	79	
6	17.244444444444444	79	
6	17.065217391304348	79	
6	17.72340425531915	79	
6	17.541666666666668	79	
6	17.367346938775512	79	
6	17.28	79	
5	17.03921568627451	79	
9	25.40740740740741	79	
7	24.75	79	
7	24.310344827586206	79	
7	23.933333333333334	79	
7	23.419354838709676	79	
7	22.9375	79	
7	22.96969696969697	79	
7	22.558823529411764	79	
7	22.34285714285714	79	
7	21.944444444444443	79	
7	21.594594594594593	79	
7	21.236842105263158	79	
7	20.94871794871795	79	
7	20.65	79	
7	20.878048780487806	79	
7	20.595238095238095	79	
7	20.790697674418606	79	
7	20.795454545454547	79	
7	21.044444444444444	79	
7	20.782608695652176	79	
7	20.51063829787234	79	
7	20.729166666666668	79	
7	21.346938775510203	79	
7	21.12	79	
7	20.88235294117647	79	
8	30.62962962962963	79	
8	29.821428571428573	79	
8	29.103448275862068	79	
8	28.4	79	
8	27.741935483870968	79	
8	27.1875	79	
8	26.96969696969697	79	
8	26.794117647058822	79	
8	26.314285714285713	79	
8	25.833333333333332	79	
8	27.10810810810811	79	
8	26.763157894736842	79	
8	26.846153846153847	79	
8	26.4	79	
8	25.975609756097562	79	
8	25.571428571428573	79	
8	25.186046511627907	79	
8	26.363636363636363	79	
8	26.133333333333333	79	
8	25.76086956521739	79	
8	26.680851063829788	79	
8	26.395833333333332	79	
8	26.20408163265306	79	
8	26.72	79	
